Date,Credit/Debit,Transaction Name,Balance,Category
3/5/2024,-17.9,VIETS ROLL STREET FOOD WOOLLOONGABBAAU,2172.23,Eating out
3/5/2024,-14.03,SQ *HEY MR.DUTTON PARK Dutton Park AU,2190.13,Eating out
3/5/2024,-3.75,DRAKE SUPERMARKETS M MCDOWALL AUS Card xx4604 Value Date: 30/04/2024,2204.16,Eating out
2/5/2024,278,Salary Q GROUP 30042024VAND,2207.91,Eating out
2/5/2024,-11.1,Boost Albert Street Brisbane AU,1929.91,Eating out
2/5/2024,-13.4,CHEZ NOUS CAFE BRISBANE QL AUS Card xx4604 Value Date: 30/04/2024,1941.01,Entertainment
2/5/2024,-10,SUSHI TRAIN ASPLEY ASPLEY QL AUS Card xx4604 Value Date: 29/04/2024,1954.41,Food
1/5/2024,507,Salary Q GROUP 30042024VAND,1964.41,Travel
1/5/2024,-5.4,7-ELEVEN 4166 ASPLEY QL AUS Card xx4604 Value Date: 29/04/2024,1457.41,Food
1/5/2024,-22.95,DBS*Fitness Cartel Asp Aspley QL AUS Card xx4604 Value Date: 29/04/2024,1462.81,Eating out
1/5/2024,-5,FITNESS CARTEL ASPLE ASPLEY QL AUS Card xx4604 Value Date: 27/04/2024,1485.76,Travel
1/5/2024,-4.79,SMITHAM BREWERY PTY MURARRIE AUS Card xx4604 Value Date: 27/04/2024,1490.76,Food
1/5/2024,-48.64,SMITHAM BREWERY PTY MURARRIE AUS Card xx4604 Value Date: 27/04/2024,1495.55,Utilities
1/5/2024,-6.2,FOSTER & BLACK P/L CHERMSIDE QL AUS Card xx4604 Value Date: 28/04/2024,1544.19,Food
30/4/2024,-5.79,SQ *BREADTOP MYER CENT Brisbane City AU,1550.39,Food
30/4/2024,-16.25,MEKONG 2 CITY PTY LTD Brisbane AU,1556.18,Eating out
30/4/2024,-27,Thalassina West End QL AUS Card xx4604 Value Date: 26/04/2024,1572.43,Food
30/4/2024,-3.5,CantaloupeSystemsAustr Albion QL AUS Card xx4604 Value Date: 26/04/2024,1599.43,Eating out
30/4/2024,-5.3,BAR MERLO UQ BRISBANE QL AUS Card xx4604 Value Date: 26/04/2024,1602.93,Eating out
30/4/2024,-15.6,CantaloupeSystemsAustr Albion QL AUS Card xx4604 Value Date: 25/04/2024,1608.23,Eating out
30/4/2024,-5.7,CantaloupeSystemsAustr Albion QL AUS Card xx4604 Value Date: 25/04/2024,1623.83,Eating out
30/4/2024,-34.35,MCDONALDS DT 1040 MILTON AUS Card xx4604 Value Date: 25/04/2024,1629.53,Eating out
30/4/2024,-21.9,YINGHONG ZHANG ST LUCIA AUS Card xx4604 Value Date: 25/04/2024,1663.88,Eating out
30/4/2024,-10.5,LAKESIDE ENTERPRISEQPS UNIVERSITY OF AUS Card xx4604 Value Date: 26/04/2024,1685.78,Eating out
30/4/2024,-4.5,HG RETAIL PTY LTD ST LUCIA AUS Card xx4604 Value Date: 25/04/2024,1696.28,Eating out
30/4/2024,-25,KMART 1218 ASPLEY AU AUS Card xx4604 Value Date: 27/04/2024,1700.78,Eating out
30/4/2024,-9.9,7-ELEVEN 4100 FORTITUDE VAL QL AUS Card xx4604 Value Date: 27/04/2024,1725.78,Utilities
30/4/2024,-27.65,SQ *HEY MR.DUTTON PARK Dutton Park QL AUS Card xx4604 Value Date: 29/04/2024,1735.68,Eating out
30/4/2024,-8,WESTFIELD CHERMSIDE CHERMSIDE AUS Card xx4604 Value Date: 28/04/2024,1763.33,Eating out
29/4/2024,-19.31,SQ *HEY MR.DUTTON PARK Dutton Park AU,1771.33,Eating out
28/4/2024,-8.25,EVENT CINEMAS CHERMS CHERMSIDE AU Card xx4604,1790.64,Eating out
28/4/2024,-28,EVENT CINEMAS CHERMS CHERMSIDE AU Card xx4604,1798.89,Eating out
28/4/2024,-22.2,ZAIHOU PTY LTD CHERMSIDE AU Card xx4604,1826.89,Eating out
27/4/2024,-27.5,chicken of rock Fortitude ValAU,1849.09,Food
27/4/2024,-2.85,DAN DAN DRINKS PTY LTD Middle Park AU AUS Card xx4604 Value Date: 25/04/2024,1876.59,Food
27/4/2024,-53.07,COLES EXPRESS 2149 KEDRON AU AUS Card xx4604 Value Date: 25/04/2024,1879.44,Eating out
26/4/2024,-1.1,MCDONALDS DT 0974 NEWMARKET QLDAU,1932.51,Eating out
26/4/2024,-10.8,LAKESIDE ENTERPRISES UNIVERSITY OFAU Card xx4604,1933.61,Eating out
25/4/2024,-30,TRANSLINK BRISBANE AUS Card xx4604 Value Date: 23/04/2024,1944.41,Food
24/4/2024,752.75,Salary Q GROUP 23042024VAND,1974.41,Eating out
24/4/2024,-4.5,Krispy Kreme Albert St 131 Queen StrAU,1221.66,Eating out
24/4/2024,-15.96,Thai Street Kitchen Brisbane AU,1226.16,Eating out
24/4/2024,-18,VIETS ROLL STREET FOOD WOOLLOONGABBAAU,1242.12,Food
24/4/2024,-9.96,SQ *HEY MR.DUTTON PARK Dutton Park AU,1260.12,Eating out
24/4/2024,-18.95,DBS*Fitness Cartel Asp Aspley QL AUS Card xx4604 Value Date: 22/04/2024,1270.08,Food
24/4/2024,-5.4,7-ELEVEN 4166 ASPLEY QL AUS Card xx4604 Value Date: 21/04/2024,1289.03,Eating out
24/4/2024,-6.2,FOSTER & BLACK P/L CHERMSIDE QL AUS Card xx4604 Value Date: 20/04/2024,1294.43,Eating out
23/4/2024,-19.31,SQ *HEY MR.DUTTON PARK Dutton Park AU,1300.63,Eating out
23/4/2024,-5.08,SQ *HEY MR.DUTTON PARK Dutton Park AU,1319.94,Entertainment
23/4/2024,-6.3,TRANSLINK BRISBANE AUS Card xx4604 Value Date: 18/04/2024,1325.02,Eating out
23/4/2024,-6.3,CARSELDINE STATION CARSELDINE AUS Card xx4604 Value Date: 18/04/2024,1331.32,Eating out
23/4/2024,-6.7,MEKONG CHERMSIDE Chermside QL AUS Card xx4604 Value Date: 20/04/2024,1337.62,Eating out
23/4/2024,-6.97,H2 AUSTRALIA PTY LTD CHERMSIDE QL AUS Card xx4604 Value Date: 21/04/2024,1344.32,Food
23/4/2024,-8.13,SQ *HEY MR.DUTTON PARK Dutton Park AU,1351.29,Food
22/4/2024,-17.18,SQ *HEY MR.DUTTON PARK Dutton Park AU,1359.42,Eating out
22/4/2024,-10.09,SQ *BRISBEAN COFFEE Alderley AU,1376.6,Eating out
20/4/2024,-10.81,YO CHI ALBERT ST BRISBANE ADEL QL AUS Card xx4604 Value Date: 18/04/2024,1386.69,Eating out
20/4/2024,-14.17,UQU Main Refectory St Lucia QL AUS Card xx4604 Value Date: 18/04/2024,1397.5,Food
20/4/2024,-12.5,Marketcart Herston AU AUS Card xx4604 Value Date: 18/04/2024,1411.67,Eating out
20/4/2024,-25,MED*ALDIMobile CHATSWOOD AU AUS Card xx4604 Value Date: 18/04/2024,1424.17,Eating out
19/4/2024,-18.99,Boondall Cellars Boondall AU,1449.17,Eating out
19/4/2024,-16.9,VIETS ROLL STREET FOOD WOOLLOONGABBAAU,1468.16,Food
19/4/2024,-9.96,SQ *HEY MR.DUTTON PARK Dutton Park AU,1485.06,Eating out
19/4/2024,-12.11,SQ *BRISBEAN COFFEE Alderley AU,1495.02,Eating out
19/4/2024,-15,COLES 4670 ASPLEY AU AUS Card xx4604 Value Date: 17/04/2024,1507.13,Food
19/4/2024,-31,KMART 1218 ASPLEY AU AUS Card xx4604 Value Date: 17/04/2024,1522.13,Eating out
19/4/2024,-3,FITNESS CARTEL ASPLE ASPLEY QL AUS Card xx4604 Value Date: 17/04/2024,1553.13,Eating out
19/4/2024,-9.5,SMP*Cafe 63 Chermside Chermside AU AUS Card xx4604 Value Date: 17/04/2024,1556.13,Food
19/4/2024,-309,BCC INFRINGEMENTS BRISBANE AUS Card xx4604 Value Date: 18/04/2024,1565.63,Eating out
18/4/2024,-27,Urban Climb West End West End AU AUS Card xx4604 Value Date: 16/04/2024,1874.63,Eating out
18/4/2024,-30,TARGET 5184 BRISBANE AU AUS Card xx4604 Value Date: 16/04/2024,1901.63,Eating out
17/4/2024,699.25,Salary Q GROUP 16042024VAND,1931.63,Eating out
17/4/2024,-8,BPCN CABO STH 1677 CABOOLTURE QL AUS Card xx4604 Value Date: 14/04/2024,1232.38,Eating out
17/4/2024,-104.48,BP CON CABLTR NTH 1672 CABOOLTURE QL AUS Card xx4604 Value Date: 12/04/2024,1240.38,Eating out
17/4/2024,-18.95,DBS*Fitness Cartel Asp Aspley QL AUS Card xx4604 Value Date: 15/04/2024,1344.86,Eating out
17/4/2024,-119.98,CARSELDINE CELLARS CARSELDINE AUS Card xx4604 Value Date: 12/04/2024,1363.81,Eating out
16/4/2024,-4.5,Krispy Kreme Albert St 131 Queen StrAU,1483.79,Entertainment
16/4/2024,-19.18,MONG THO TRAN PTY LT BRISBANE CITYQLDAU,1488.29,Eating out
16/4/2024,-9.66,SQ *HEY MR.DUTTON PARK Dutton Park AU,1507.47,Eating out
16/4/2024,-35,SQ *JUNGLE LOVE FESTIV Enoggera QL AUS Card xx4604 Value Date: 12/04/2024,1517.13,Eating out շաբաթ
16/4/2024,-18.65,KFC CABOOLTURE NTH CABOOLTURE QL AUS Card xx4604 Value Date: 12/04/2024,1552.13,Eating out
15/4/2024,50,Fast Transfer From MR MELVIN JAMES DAYAG Essential supplies Essential supplies,1570.78,Eating out
15/4/2024,-9.66,SQ *HEY MR.DUTTON PARK Dutton Park AU,1520.78,Eating out
15/4/2024,-10.09,SQ *BRISBEAN COFFEE Alderley AU,1530.44,Food
14/4/2024,-12.95,MCDONALDS BP CABOOLTU BURPENGARY QLDAU,1540.53,Eating out
13/4/2024,-5.4,BOOKMARK CAFE ST LUCIA QL AUS Card xx4604 Value Date: 11/04/2024,1553.48,Eating out
13/4/2024,-9.6,UQU Main Refectory St Lucia QL AUS Card xx4604 Value Date: 11/04/2024,1558.88,Eating out
13/4/2024,-28.85,LS YKC Investment Trus Brisbane City AU AUS Card xx4604 Value Date: 11/04/2024,1568.48,Eating out
13/4/2024,-12.81,YO CHI ALBERT ST BRISBANE ADEL QL AUS Card xx4604 Value Date: 11/04/2024,1597.33,Eating out
12/4/2024,-6.2,BP CON CABLTR NTH 1 CABOOLTURE AU,1610.14,Eating out
12/4/2024,-5.08,SQ *HEY MR.DUTTON PARK Dutton Park AU,1616.34,Food
11/4/2024,-19.18,MONG THO TRAN PTY LT BRISBANE CITYQLDAU,1621.42,Eating out
11/4/2024,-5.7,STARBUCKS COFFEE D00 BRISBANE AU,1640.6,Eating out
11/4/2024,-26,CASSIS AUSTRALIA PTY L WOOLLOONGABBA AU AUS Card xx4604 Value Date: 09/04/2024,1646.3,Eating out
10/4/2024,900,Salary Q GROUP 09042024VAND,1672.3,Eating out
10/4/2024,388.75,Salary HSW Group Servic 46097/04/2024,772.3,Eating out
10/4/2024,-13.25,MCDONALDS ASPLEY ASPLEY QLDAU,383.55,Eating out
10/4/2024,-6.64,TCC Everton Hills Everton Hills QL AUS Card xx4604 Value Date: 07/04/2024,396.8,Eating out
10/4/2024,-18.95,DBS*Fitness Cartel Asp Aspley QL AUS Card xx4604 Value Date: 08/04/2024,403.44,Eating out
10/4/2024,-11.4,JCT QUEENSLAND P/L BRISBANE AUS Card xx4604 Value Date: 05/04/2024,422.39,Eating out
9/4/2024,-15.96,Thai Street Kitchen Brisbane QL AUS Card xx4604 Value Date: 05/04/2024,433.79,Eating outԵղարկա
9/4/2024,-7,7-ELEVEN 4084 BRISBANE QL AUS Card xx4604 Value Date: 04/04/2024,449.75,Eating out
9/4/2024,-10.3,SUSHI HUB ALBERT ST BRISBANE CITY QL AUS Card xx4604 Value Date: 04/04/2024,456.75,Eating out
9/4/2024,-6.64,TCC Everton Hills Everton Hills QL AUS Card xx4604 Value Date: 06/04/2024,467.05,Eating out
9/4/2024,-30,TRANSLINK BRISBANE AUS Card xx4604 Value Date: 08/04/2024,473.69,Eating out
9/4/2024,-10.09,SQ *BRISBEAN COFFEE Alderley AU,503.69,Eating out
8/4/2024,-18,VIETS ROLL STREET FOOD WOOLLOONGABBAAU,513.78,Eating out
8/4/2024,-2.54,SQ *HEY MR.DUTTON PARK Dutton Park AU,531.78,Eating out
8/4/2024,-11.15,SQ *HEY MR.DUTTON PARK Dutton Park AU,534.32,Eating out
6/4/2024,-4.5,MRS BROWN'S BAR & KIT Newstead AU,545.47,Eating out
6/4/2024,-29,MRS BROWN'S BAR & KIT Newstead AU,549.97,Eating out
6/4/2024,-7.98,GZ BLUE PTY LTD BRISBANE CITY AUS Card xx4604 Value Date: 03/04/2024,578.97,Eating out
5/4/2024,-2.5,TARGET 5184 BRISBANE AU,586.95,Eating out
5/4/2024,5.59,Refund Purchase SQ *HEY MR.DUTTON PARK Dutton Park AU,589.45,Eating out
5/4/2024,-10.16,SQ *HEY MR.DUTTON PARK Dutton Park AU,583.86,Eating out
5/4/2024,-5.59,SQ *HEY MR.DUTTON PARK Dutton Park AU,594.02,Eating out
5/4/2024,-30,TARGET 5184 BRISBANE AU AUS Card xx4604 Value Date: 03/04/2024,599.61,Food
5/4/2024,-17,VIETS ROLL STREET FOOD WOOLLOONGABBA AUS Card xx4604 Value Date: 03/04/2024,629.61,Entertainment
4/4/2024,-13,LAKESIDE ENTERPRISES UNIVERSITY OFAU Card xx4604,646.61,Food
4/4/2024,-18.95,DBS*Fitness Cartel Asp Aspley QL AUS Card xx4604 Value Date: 02/04/2024,659.61,Eating out
4/4/2024,-34.93,LS YKC Investment Trus Brisbane City AU AUS Card xx4604 Value Date: 02/04/2024,678.56,Eating out
3/4/2024,278,Salary Q GROUP 02042024VAND,713.49,Eating out
3/4/2024,-12.2,SQ *RICE AND MEE Brisbane City AU,435.49,Eating out
3/4/2024,-71.49,Dominos Estore Carseld dominos.com.a AU AUS Card xx4604 Value Date: 28/03/2024,447.69,Eating out
3/4/2024,-56.43,CHEMIST WAREHOUSE CHERMSIDE QL AUS Card xx4604 Value Date: 27/03/2024,519.18,Eating out
3/4/2024,-10.17,YO CHI ALBERT ST BRISBANE ADEL QL AUS Card xx4604 Value Date: 28/03/2024,575.61,Eating out
3/4/2024,-3.5,COLES EXPRESS 1775 ASPLEY AU AUS Card xx4604 Value Date: 27/03/2024,585.78,Eating out
3/4/2024,-12.55,8TH MCDOWALL CAFE PTY MCDOWALL AU AUS Card xx4604 Value Date: 29/03/2024,589.28,Eating out
3/4/2024,-5.9,BAR MERLO UQ BRISBANE QL AUS Card xx4604 Value Date: 28/03/2024,601.83,Eating out
3/4/2024,-16.83,HOWARDSMITHWHARV* ME&U BRISBANE CITY QL AUS Card xx4604 Value Date: 30/03/2024,607.73,Eating out
3/4/2024,-3,7 ELEVEN 4229 EVERTON HILLS QL AUS Card xx4604 Value Date: 30/03/2024,624.56,Eating out
3/4/2024,-10.32,TCC Everton Hills Everton Hills QL AUS Card xx4604 Value Date: 30/03/2024,627.56,Eating out
3/4/2024,-33.93,SMP*Cafe 63 Chermside Chermside AU AUS Card xx4604 Value Date: 31/03/2024,637.88,Eating out
3/4/2024,-26.21,DD *DOORDASH HAKATAYAR MELBOURNE VI AUS Card xx4604 Value Date: 31/03/2024,671.81,Eating out
3/4/2024,-67.96,FITNESS CARTEL ASPLE ASPLEY QL AUS Card xx4604 Value Date: 29/03/2024,698.02,Eating out
3/4/2024,-8.36,YO GET IT QLD CHERMSIDE QL AUS Card xx4604 Value Date: 31/03/2024,765.98,eating out Fighting
3/4/2024,25,Return Tickets*EWB UQ x Q BELROSE AU AUS Card xx4604 Value Date: 28/03/2024,774.34,eating out
3/4/2024,-15.04,SQ *HEY MR.DUTTON PARK Dutton Park AU,749.34,eating out
1/4/2024,-20.58,Guzman y Gomez ACD Albany Creek AU,764.38,Eating out
30/3/2024,-1,The Trustee for AEK HS Brisbane CQLDAU,784.96,Eating out
30/3/2024,-3.2,The Trustee for AEK HS Brisbane CQLDAU,785.96,Eating out
29/3/2024,-15.9,MEKONG 2 CHINESE AND V CHERMSIDE AU AUS Card xx4604 Value Date: 27/03/2024,789.16,Eating out
28/3/2024,-8,LAKESIDE ENTERPRISES UNIVERSITY OFAU Card xx4604,805.06,Food
28/3/2024,-0.36,7-ELEVEN 4166 ASPLEY QL AUS Card xx4604 Value Date: 25/03/2024,813.06,Eating out
28/3/2024,-11.68,CellOPark Australia Matraville NS AUS Card xx4604 Value Date: 26/03/2024,813.42,Eating out
27/3/2024,671.5,Salary Q GROUP 26032024VAND,825.1,Eating out
27/3/2024,-5,MCDONALDS ASPLEY ASPLEY QLDAU,153.6,Food
27/3/2024,-295,KARL HEINZ RODINS CHERMSIDE QLD AU Card xx4604,158.6,Eating out
27/3/2024,400,Transfer from xx3679 CommBank app,453.6,Eating out
27/3/2024,-27,CASSIS AUSTRALIA PTY L WOOLLOONGABBA AU AUS Card xx4604 Value Date: 25/03/2024,53.6,Eating out
27/3/2024,-5,QUT PARKING KELVIN GROVE QL AUS Card xx4604 Value Date: 24/03/2024,80.6,Eating out
27/3/2024,-18.95,DBS*Fitness Cartel Asp Aspley QL AUS Card xx4604 Value Date: 25/03/2024,85.6,Eating out
27/3/2024,-19.18,MONG THO TRAN PTY LT BRISBANE CITY QL AUS Card xx4604 Value Date: 22/03/2024,104.55,Eating out
26/3/2024,-26,VIETS ROLL STREET FOOD WOOLLOONGABBAAU,123.73,Eating out
26/3/2024,-10.73,YO CHI ALBERT ST BRISBANE ADEL QL AUS Card xx4604 Value Date: 22/03/2024,149.73,Eating out
26/3/2024,-6.64,TCC Everton Hills Everton Hills QL AUS Card xx4604 Value Date: 21/03/2024,160.46,Eating out
26/3/2024,-5.4,7-ELEVEN 4098 ASPLEY QL AUS Card xx4604 Value Date: 22/03/2024,167.1,Eating out
26/3/2024,-17.5,7 ELEVEN VIRGINIA 42 VIRGINIA QL AUS Card xx4604 Value Date: 23/03/2024,172.5,Eating out
26/3/2024,-6.64,TCC Everton Hills Everton Hills QL AUS Card xx4604 Value Date: 23/03/2024,190,Eating out
26/3/2024,-5,SMP*Cafe 63 Chermside Chermside AU AUS Card xx4604 Value Date: 24/03/2024,196.64,Eating out
26/3/2024,-30,TRANSLINK BRISBANE AUS Card xx4604 Value Date: 25/03/2024,201.64,Eating out
23/3/2024,-3.5,COLES EXPRESS 1775 ASPLEY AU AUS Card xx4604 Value Date: 20/03/2024,231.64,Eating out
22/3/2024,-16.77,SQ *HEY MR.DUTTON PARK Dutton Park AU,235.14,Eating out
22/3/2024,-5.1,8TH MCDOWALL CAFE PTY MCDOWALL AU AUS Card xx4604 Value Date: 20/03/2024,251.91,Eating out
21/3/2024,80,Transfer from xx3679 CommBank app,257.01,Eating out
