Date,Credit/Debit,Transaction Name,Balance
16/2/2024,-5.2,LCM INVESTMENT GROUP P PETRIE TERRACAU,388.73
16/2/2024,-26,WWW.LACARMELA.COM.AU PETRIE TERRAC QL AUS Card xx4604 Value Date: 14/02/2024,393.93
16/2/2024,-3.6,COLES 4461 BRISBANE AU AUS Card xx4604 Value Date: 14/02/2024,419.93
16/2/2024,-30,TRANSLINK BRISBANE AUS Card xx4604 Value Date: 15/02/2024,423.53
15/2/2024,-5.59,SQ *HEY MR.DUTTON PARK Dutton Park AU,453.53
14/2/2024,427,Salary Q GROUP 13022024VAND,459.12
14/2/2024,-4.9,LCM INVESTMENT GROUP P PETRIE TERRACAU,32.12
14/2/2024,-18.95,DBS*Fitness Cartel Asp Aspley QL AUS Card xx4604 Value Date: 12/02/2024,37.02
14/2/2024,-57.39,COLES 4547 CHERMSIDE AU AUS Card xx4604 Value Date: 12/02/2024,55.97
13/2/2024,-60,SPER QLD TREASURY BRISBANE AUS Card xx4604 Value Date: 09/02/2024,113.36
10/2/2024,-7.99,AMAZON AU MARKETPLACE SYDNEY AUS Card xx4604 Value Date: 08/02/2024,173.36
9/2/2024,-13,99 Bikes Everton Park Everton Park AU,181.35
9/2/2024,-970,Transfer to xx3679 CommBank app,194.35
9/2/2024,119,Direct Credit 364049 Q ELECTRICAL SER 31074231,1164.35
9/2/2024,724.18,Direct Credit 141000 SIGNMANAGER PTY WEEKLY PAYROLL,1045.35
9/2/2024,-3.6,COLES 4461 BRISBANE AU,321.17
9/2/2024,-7.9,LCM INVESTMENT GROUP P PETRIE TERRACAU,324.77
9/2/2024,-4.9,LCM INVESTMENT GROUP P PETRIE TERRACAU,332.67
9/2/2024,-35.25,JUST JEANS BRISBANE AUS Card xx4604 Value Date: 07/02/2024,337.57
8/2/2024,-9.76,SQ *HEY MR.DUTTON PARK Dutton Park AU,372.82
8/2/2024,-27,CASSIS AUSTRALIA PTY L WOOLLOONGABBA AU AUS Card xx4604 Value Date: 06/02/2024,382.58
7/2/2024,-1000,Transfer to xx3679 CommBank app,409.58
7/2/2024,-19.5,Roll'd Brisbane AU,1409.58
7/2/2024,562.5,Salary Q GROUP 06022024VAND,1429.08
7/2/2024,-3.6,COLES 4461 BRISBANE AU,866.58
7/2/2024,-5.2,LCM INVESTMENT GROUP P PETRIE TERRACAU,870.18
7/2/2024,-13.6,Mitsuki Sushi Brisbane AU AUS Card xx4604 Value Date: 05/02/2024,875.38
7/2/2024,-5.4,7-ELEVEN 4062 BRISBANE QL AUS Card xx4604 Value Date: 05/02/2024,888.98
7/2/2024,-10.36,YO GET IT QLD CHERMSIDE QL AUS Card xx4604 Value Date: 04/02/2024,894.38
7/2/2024,-18.95,DBS*Fitness Cartel Asp Aspley QL AUS Card xx4604 Value Date: 05/02/2024,904.74
7/2/2024,-13.85,MCDONALDS NEWMARKET 2 NEWMARKET AUS Card xx4604 Value Date: 03/02/2024,923.69
7/2/2024,-30,TRANSLINK BRISBANE AUS Card xx4604 Value Date: 05/02/2024,937.54
6/2/2024,-18.9,MEKONG CHERMSIDE Chermside QL AUS Card xx4604 Value Date: 04/02/2024,967.54
5/2/2024,-48,YGK FAMILY PTY LTD QLDQLDAU,986.44
5/2/2024,-9.96,SQ *HEY MR.DUTTON PARK Dutton Park AU,1034.44
3/2/2024,-12,CASSIS AUSTRALIA PTY L WOOLLOONGABBA AU AUS Card xx4604 Value Date: 01/02/2024,1044.4
3/2/2024,-115.25,7-ELEVEN 4098 ASPLEY QL AUS Card xx4604 Value Date: 01/02/2024,1056.4
3/2/2024,-15.9,VIETS ROLL STREET FOOD WOOLLOONGABBA AUS Card xx4604 Value Date: 01/02/2024,1171.65
2/2/2024,622.02,Direct Credit 141000 SIGNMANAGER PTY WEEKLY PAYROLL,1187.55
2/2/2024,2.16,Transfer from xx1526 CommBank app,565.53
2/2/2024,-1000,Transfer to xx3679 CommBank app,563.37
2/2/2024,-4.65,COLES 4461 BRISBANE AU,1563.37
2/2/2024,-15.5,La Carmela Petrie TerracAU,1568.02
2/2/2024,-4.9,LCM INVESTMENT GROUP P PETRIE TERRACAU,1583.52
2/2/2024,-13.65,WATERLOO HOTEL APP Newstead QL AUS Card xx4604 Value Date: 31/01/2024,1588.42
2/2/2024,-21,The Pass - Waterloo H Collinswood QL AUS Card xx4604 Value Date: 31/01/2024,1602.07
1/2/2024,-9.96,SQ *HEY MR.DUTTON PARK Dutton Park AU,1623.07
1/2/2024,-135.27,THAI O SHA PTY LTD ASPLEY AU AUS Card xx4604 Value Date: 30/01/2024,1633.03
31/1/2024,300,Fast Transfer From BRONWYN PERKINS Happy Birthday Jacob,1768.3
31/1/2024,140,Fast Transfer From LOURDES VAN DER NEUT Bday dinner,1468.3
31/1/2024,529.38,Salary Q GROUP 30012024VAND,1328.3
